출시일,요약모델,펫네임,키워드,Content
19년 01월,SM-G887,갤럭시 A9 Pro,"g887,a9프로,a9pro,sm-g887,Galaxy A9PRO,갤럭시A9PRO,갤A9프로,Galaxy,갤럭시,","출시일 : 19년 01월, 요약모델 : SM-G887, 펫네임 : 갤럭시 A9 Pro, 키워드 : g887,a9프로,a9pro,sm-g887,Galaxy A9PRO,갤럭시A9PRO,갤A9프로,Galaxy,갤럭시,"
18년 12월,SM-A920,갤럭시 A9 2018,"a920,a92018,a92018,sm-a920,sm920,Galaxy A92018,Galaxy,갤럭시,","출시일 : 18년 12월, 요약모델 : SM-A920, 펫네임 : 갤럭시 A9 2018, 키워드 : a920,a92018,a92018,sm-a920,sm920,Galaxy A92018,Galaxy,갤럭시,"
18년 11월,SM-J415,갤럭시 J4+,"갤럭시j4플러스,갤j4+,갤J4+,갤제이사플러스,갤럭시J4플러스,J415,SM-J415,Galaxy,갤럭시,","출시일 : 18년 11월, 요약모델 : SM-J415, 펫네임 : 갤럭시 J4+, 키워드 : 갤럭시j4플러스,갤j4+,갤J4+,갤제이사플러스,갤럭시J4플러스,J415,SM-J415,Galaxy,갤럭시,"
18년 10월,SM-A750,갤럭시 A7 2018,"A72018,a72018,갤a72018,갤럭시A72018,Galaxy,갤럭시,","출시일 : 18년 10월, 요약모델 : SM-A750, 펫네임 : 갤럭시 A7 2018, 키워드 : A72018,a72018,갤a72018,갤럭시A72018,Galaxy,갤럭시,"
18년 09월,SM-T590,갤럭시 탭 A 10.5 Wi-Fi,"탭A10.5WIFI,TABA10.5,TABA10.5Wi-Fi,taba10.5,태블릿a10.5,a10.5WiFi,A10.5Wi-Fi,탭에이10.5,탭A10.5WIFI,A10.5wi-fi,SM-T590,Galaxy,갤럭시,","출시일 : 18년 09월, 요약모델 : SM-T590, 펫네임 : 갤럭시 탭 A 10.5 Wi-Fi, 키워드 : 탭A10.5WIFI,TABA10.5,TABA10.5Wi-Fi,taba10.5,태블릿a10.5,a10.5WiFi,A10.5Wi-Fi,탭에이10.5,탭A10.5WIFI,A10.5wi-fi,SM-T590,Galaxy,갤럭시,"
18년 09월,SM-T595,갤럭시 탭 A 10.5 LTE,"탭A10.5LTE,TABA10.5,TABA10.5LTE,tabA10.5,태블릿A10.5,A10.5LTE,A10.5Wi-Fi,탭에이10.5,탭A10.5LTE,A10.5LTE,SM-T595,T595,Galaxy,갤럭시,","출시일 : 18년 09월, 요약모델 : SM-T595, 펫네임 : 갤럭시 탭 A 10.5 LTE, 키워드 : 탭A10.5LTE,TABA10.5,TABA10.5LTE,tabA10.5,태블릿A10.5,A10.5LTE,A10.5Wi-Fi,탭에이10.5,탭A10.5LTE,A10.5LTE,SM-T595,T595,Galaxy,갤럭시,"
18년 09월,SM-T870,갤럭시 탭 S7 Wi-Fi,"갤럭시탭s7,갤탭S7,갤탭s7,갤럭시태블릿에스7,갤럭시탭s7,SM-T870,갤럭시탭S7Wi-Fi,T870,Galaxy,갤럭시,","출시일 : 18년 09월, 요약모델 : SM-T870, 펫네임 : 갤럭시 탭 S7 Wi-Fi, 키워드 : 갤럭시탭s7,갤탭S7,갤탭s7,갤럭시태블릿에스7,갤럭시탭s7,SM-T870,갤럭시탭S7Wi-Fi,T870,Galaxy,갤럭시,"
18년 09월,SM-T875,갤럭시 탭 S7 LTE,"갤럭시탭s7엘티이,갤탭S7,갤탭s7,갤럭시태블릿에스7,갤럭시탭s7,SM-T875,갤럭시탭S7LTE,T875,갤럭시탭s7,Galaxy,갤럭시,","출시일 : 18년 09월, 요약모델 : SM-T875, 펫네임 : 갤럭시 탭 S7 LTE, 키워드 : 갤럭시탭s7엘티이,갤탭S7,갤탭s7,갤럭시태블릿에스7,갤럭시탭s7,SM-T875,갤럭시탭S7LTE,T875,갤럭시탭s7,Galaxy,갤럭시,"
18년 09월,SM-T970,갤럭시 탭 S7+ Wi-Fi,"갤럭시탭s7+,갤탭s7+,갤탭s7+,갤럭시태블릿에스7플러스,갤럭시탭s7+,SM-T970,갤럭시탭s7+와이파이,T970,갤럭시탭s7+wifi,Galaxy,갤럭시,","출시일 : 18년 09월, 요약모델 : SM-T970, 펫네임 : 갤럭시 탭 S7+ Wi-Fi, 키워드 : 갤럭시탭s7+,갤탭s7+,갤탭s7+,갤럭시태블릿에스7플러스,갤럭시탭s7+,SM-T970,갤럭시탭s7+와이파이,T970,갤럭시탭s7+wifi,Galaxy,갤럭시,"
18년 09월,SM-T975,갤럭시 탭 S7+ LTE,"갤럭시탭s7+엘티이,갤탭s7+,갤탭s7+,갤럭시태블릿에스7플러스,갤럭시탭s7+,SM-T975,갤럭시탭s7+LTE,T975,갤럭시탭s7+,Galaxy,갤럭시,","출시일 : 18년 09월, 요약모델 : SM-T975, 펫네임 : 갤럭시 탭 S7+ LTE, 키워드 : 갤럭시탭s7+엘티이,갤탭s7+,갤탭s7+,갤럭시태블릿에스7플러스,갤럭시탭s7+,SM-T975,갤럭시탭s7+LTE,T975,갤럭시탭s7+,Galaxy,갤럭시,"
18년 09월,SM-T976,갤럭시 탭 S7+ 5G,"갤럭시탭s7+엘티이,갤탭s7+,갤탭s7+,갤탭s7+5g,갤럭시태블릿에스7플러스,갤럭시탭s7+,SM-T976,갤럭시탭s7+5g,T976,갤럭시탭s7+,Galaxy,갤럭시,","출시일 : 18년 09월, 요약모델 : SM-T976, 펫네임 : 갤럭시 탭 S7+ 5G, 키워드 : 갤럭시탭s7+엘티이,갤탭s7+,갤탭s7+,갤탭s7+5g,갤럭시태블릿에스7플러스,갤럭시탭s7+,SM-T976,갤럭시탭s7+5g,T976,갤럭시탭s7+,Galaxy,갤럭시,"
18년 08월,SM-N960,갤럭시 노트9,"노트9,갤럭시노트9,갤노트9,note9,노트나인,N960,SM-N960,Galaxy N960,GALAXY NOTE9,Galaxy,갤럭시,","출시일 : 18년 08월, 요약모델 : SM-N960, 펫네임 : 갤럭시 노트9, 키워드 : 노트9,갤럭시노트9,갤노트9,note9,노트나인,N960,SM-N960,Galaxy N960,GALAXY NOTE9,Galaxy,갤럭시,"
18년 08월,SM-R800,갤럭시 워치 46mm 블루투스,"워치46미리블투,워치46블루투스,워치46mm블루투스,워치46mm블투,Galaxy,갤럭시,","출시일 : 18년 08월, 요약모델 : SM-R800, 펫네임 : 갤럭시 워치 46mm 블루투스, 키워드 : 워치46미리블투,워치46블루투스,워치46mm블루투스,워치46mm블투,Galaxy,갤럭시,"
18년 08월,SM-R805,갤럭시 워치 46mm LTE,"워치46미리lte,워치46LTE,워치46mmLTE,워치46mmlte,Galaxy,갤럭시,","출시일 : 18년 08월, 요약모델 : SM-R805, 펫네임 : 갤럭시 워치 46mm LTE, 키워드 : 워치46미리lte,워치46LTE,워치46mmLTE,워치46mmlte,Galaxy,갤럭시,"
18년 08월,SM-R810,갤럭시 워치 42mm 블루투스,"워치42mmbt,갤럭시워치,갤럭시워치42mm,GalaxyWatch,GalaxyWatch,galaxywatch42,갤럭시와치,겔럭시워치,갤워치,GalaxyWatch42mm,갤럭시워치42BT,GalaxyWatch42mmBT,워치42,Galaxy,갤럭시,","출시일 : 18년 08월, 요약모델 : SM-R810, 펫네임 : 갤럭시 워치 42mm 블루투스, 키워드 : 워치42mmbt,갤럭시워치,갤럭시워치42mm,GalaxyWatch,GalaxyWatch,galaxywatch42,갤럭시와치,겔럭시워치,갤워치,GalaxyWatch42mm,갤럭시워치42BT,GalaxyWatch42mmBT,워치42,Galaxy,갤럭시,"
18년 08월,SM-R815,갤럭시 워치 42mm LTE,"워치42mm,갤럭시워치,갤럭시워치42mm,GalaxyWatch,GalaxyWatch,galaxywatch42,갤럭시와치,겔럭시워치,갤워치,GalaxyWatch42mm,갤럭시워치42LTE,GalaxyWatch42mmLTE,워치43,Galaxy,갤럭시,","출시일 : 18년 08월, 요약모델 : SM-R815, 펫네임 : 갤럭시 워치 42mm LTE, 키워드 : 워치42mm,갤럭시워치,갤럭시워치42mm,GalaxyWatch,GalaxyWatch,galaxywatch42,갤럭시와치,겔럭시워치,갤워치,GalaxyWatch42mm,갤럭시워치42LTE,GalaxyWatch42mmLTE,워치43,Galaxy,갤럭시,"
18년 08월,SM-T830,갤럭시 탭 S4 Wi-Fi,"갤럭시탭s4,갤탭s4,갤탭s4,갤럭시태블릿에스4,갤럭시탭s4,SM-T830,갤럭시탭s4Wi-Fi,T830,갤탭S4,Galaxy,갤럭시,","출시일 : 18년 08월, 요약모델 : SM-T830, 펫네임 : 갤럭시 탭 S4 Wi-Fi, 키워드 : 갤럭시탭s4,갤탭s4,갤탭s4,갤럭시태블릿에스4,갤럭시탭s4,SM-T830,갤럭시탭s4Wi-Fi,T830,갤탭S4,Galaxy,갤럭시,"
18년 08월,SM-T835,갤럭시 탭 S4 LTE,"갤럭시탭s4,갤탭s4,갤탭s4,갤럭시태블릿에스4,갤럭시탭s4,SM-T835,갤럭시탭s4lte,T835,갤탭S4LTE,Galaxy,갤럭시,","출시일 : 18년 08월, 요약모델 : SM-T835, 펫네임 : 갤럭시 탭 S4 LTE, 키워드 : 갤럭시탭s4,갤탭s4,갤탭s4,갤럭시태블릿에스4,갤럭시탭s4,SM-T835,갤럭시탭s4lte,T835,갤탭S4LTE,Galaxy,갤럭시,"
18년 07월,SM-G885,갤럭시 A8 Star,"A8STAR,A8스타,갤a8star,갤럭시a8스타,갤a8스타,Galaxy,갤럭시,","출시일 : 18년 07월, 요약모델 : SM-G885, 펫네임 : 갤럭시 A8 Star, 키워드 : A8STAR,A8스타,갤a8star,갤럭시a8스타,갤a8스타,Galaxy,갤럭시,"
18년 06월,SM-A600,갤럭시 A6,"갤a6,갤럭시A6,sm-a600,갤럭시A6,갤럭시A6,Galaxy,갤럭시,","출시일 : 18년 06월, 요약모델 : SM-A600, 펫네임 : 갤럭시 A6, 키워드 : 갤a6,갤럭시A6,sm-a600,갤럭시A6,갤럭시A6,Galaxy,갤럭시,"
18년 06월,SM-A605,갤럭시 Jean,"갤럭시jean,갤JEAN,갤jean,sm-a605,Galaxy,갤럭시,","출시일 : 18년 06월, 요약모델 : SM-A605, 펫네임 : 갤럭시 Jean, 키워드 : 갤럭시jean,갤JEAN,갤jean,sm-a605,Galaxy,갤럭시,"
18년 06월,SM-J600,갤럭시 J6,"갤j6,갤럭시j6,sm-j600,갤럭시j6,갤럭시j6,Galaxy,갤럭시,","출시일 : 18년 06월, 요약모델 : SM-J600, 펫네임 : 갤럭시 J6, 키워드 : 갤j6,갤럭시j6,sm-j600,갤럭시j6,갤럭시j6,Galaxy,갤럭시,"
18년 06월,SM-T583,갤럭시 탭 Advanced2,"갤탭어드벤스2,갤럭시어드밴스2,탭어드밴스2,tabAdvanced2,TabAdvanced2,Galaxy,갤럭시,","출시일 : 18년 06월, 요약모델 : SM-T583, 펫네임 : 갤럭시 탭 Advanced2, 키워드 : 갤탭어드벤스2,갤럭시어드밴스2,탭어드밴스2,tabAdvanced2,TabAdvanced2,Galaxy,갤럭시,"
18년 05월,SM-J737,갤럭시 와이드3,"와이드3,갤럭시와이드3,WIDE3,SM-j737,갤와이드3,wide3,Galaxy,갤럭시,","출시일 : 18년 05월, 요약모델 : SM-J737, 펫네임 : 갤럭시 와이드3, 키워드 : 와이드3,갤럭시와이드3,WIDE3,SM-j737,갤와이드3,wide3,Galaxy,갤럭시,"
18년 04월,SM-J250,갤럭시 J2 Pro,"갤럭시J2프로,갤J2PRO,갤J2pro,sm-j250,Galaxy,갤럭시,","출시일 : 18년 04월, 요약모델 : SM-J250, 펫네임 : 갤럭시 J2 Pro, 키워드 : 갤럭시J2프로,갤J2PRO,갤J2pro,sm-j250,Galaxy,갤럭시,"
18년 03월,SM-G960,갤럭시 S9,"SM-G960,갤럭시s9,GALAXYs9,갤s9,에스9,galaxys9,갤G960,G960,겔록시s9,갤락시s9,갤에스9,갤럭시G960,Galaxy,갤럭시,","출시일 : 18년 03월, 요약모델 : SM-G960, 펫네임 : 갤럭시 S9, 키워드 : SM-G960,갤럭시s9,GALAXYs9,갤s9,에스9,galaxys9,갤G960,G960,겔록시s9,갤락시s9,갤에스9,갤럭시G960,Galaxy,갤럭시,"
18년 03월,SM-G965,갤럭시 S9+,"SM-G965,갤럭시s9+,s9+,s9플러스,갤9+,에스9+,s9PLUS,GALAXYs9+,Galaxys9플러스,galaxys9+,갤9플러스,G965,갤럭시G965,갤럭시s9+,Galaxy,갤럭시,","출시일 : 18년 03월, 요약모델 : SM-G965, 펫네임 : 갤럭시 S9+, 키워드 : SM-G965,갤럭시s9+,s9+,s9플러스,갤9+,에스9+,s9PLUS,GALAXYs9+,Galaxys9플러스,galaxys9+,갤9플러스,G965,갤럭시G965,갤럭시s9+,Galaxy,갤럭시,"
18년 02월,SM-G611,갤럭시 On7 Prime,"갤럭시온7프라임,On7Prime,On7Prime,갤온7프라임,SM-G611,Galaxy,갤럭시,","출시일 : 18년 02월, 요약모델 : SM-G611, 펫네임 : 갤럭시 On7 Prime, 키워드 : 갤럭시온7프라임,On7Prime,On7Prime,갤온7프라임,SM-G611,Galaxy,갤럭시,"
18년 01월,SM-A530,갤럭시 A8 2018,"A82018,갤a82018,갤럭시A82018,SM-A530,A530,갤럭시A530,에이530,Galaxy,갤럭시,","출시일 : 18년 01월, 요약모델 : SM-A530, 펫네임 : 갤럭시 A8 2018, 키워드 : A82018,갤a82018,갤럭시A82018,SM-A530,A530,갤럭시A530,에이530,Galaxy,갤럭시,"
17년 11월,SM-G888,철도청 전용 단말,"sm-g888,철도청단말기,G888,갤럭시G888,Galaxy,갤럭시,","출시일 : 17년 11월, 요약모델 : SM-G888, 펫네임 : 철도청 전용 단말, 키워드 : sm-g888,철도청단말기,G888,갤럭시G888,Galaxy,갤럭시,"
17년 11월,SM-T380,갤럭시 탭 A 2017 Wi-Fi,"탭A2017WIFI,TABA2017,TABA2017Wi-Fi,taba2017,태블릿a2017,a2017WiFi,A2017Wi-Fi,탭에이2017,탭A2017WIFI,A2017wi-fi,SM-T380,Galaxy,갤럭시,","출시일 : 17년 11월, 요약모델 : SM-T380, 펫네임 : 갤럭시 탭 A 2017 Wi-Fi, 키워드 : 탭A2017WIFI,TABA2017,TABA2017Wi-Fi,taba2017,태블릿a2017,a2017WiFi,A2017Wi-Fi,탭에이2017,탭A2017WIFI,A2017wi-fi,SM-T380,Galaxy,갤럭시,"
17년 11월,SM-T395,갤럭시 탭 Active2,"탭Active2,갤탭액티브2,갤럭시액티브2,탭엑티브2,tabActive2,TabActive2,SM-T395,SM-T395,Galaxy,갤럭시,","출시일 : 17년 11월, 요약모델 : SM-T395, 펫네임 : 갤럭시 탭 Active2, 키워드 : 탭Active2,갤탭액티브2,갤럭시액티브2,탭엑티브2,tabActive2,TabActive2,SM-T395,SM-T395,Galaxy,갤럭시,"
17년 10월,SM-J330,갤럭시 J3 2017,"sm-j32017,j32017,J32017,sm-j330,Galaxy,갤럭시,","출시일 : 17년 10월, 요약모델 : SM-J330, 펫네임 : 갤럭시 J3 2017, 키워드 : sm-j32017,j32017,J32017,sm-j330,Galaxy,갤럭시,"
17년 10월,SM-R600,기어 스포츠,"sm-r600,기어스포츠,gear스포츠,GEAR SPROTS,Galaxy,갤럭시,","출시일 : 17년 10월, 요약모델 : SM-R600, 펫네임 : 기어 스포츠, 키워드 : sm-r600,기어스포츠,gear스포츠,GEAR SPROTS,Galaxy,갤럭시,"
17년 10월,SM-T385,갤럭시 탭 A 2017 LTE,"탭A2017lte,TABA2017,TABA2017LTE,taba2017,태블릿a2017,a2017lte,A2017LTE,탭에이2017,탭A2017lte,A2017L,SM-T385,Galaxy,갤럭시,","출시일 : 17년 10월, 요약모델 : SM-T385, 펫네임 : 갤럭시 탭 A 2017 LTE, 키워드 : 탭A2017lte,TABA2017,TABA2017LTE,taba2017,태블릿a2017,a2017lte,A2017LTE,탭에이2017,탭A2017lte,A2017L,SM-T385,Galaxy,갤럭시,"
17년 09월,SM-N950,갤럭시 노트8,"갤럭시 노트8,갤럭시노트 8,노트8,갤럭시노트8,note8,갤노트8,GalaxyNote8,Galaxy NOTE8,갤럭시N950,N950,SM-N950,Galaxy,갤럭시,","출시일 : 17년 09월, 요약모델 : SM-N950, 펫네임 : 갤럭시 노트8, 키워드 : 갤럭시 노트8,갤럭시노트 8,노트8,갤럭시노트8,note8,갤노트8,GalaxyNote8,Galaxy NOTE8,갤럭시N950,N950,SM-N950,Galaxy,갤럭시,"
17년 09월,SM-R365,기어 핏2 Pro,"기어핏2,기어핏2pro,fit2pro,기어fit2프로,Galaxy,갤럭시,","출시일 : 17년 09월, 요약모델 : SM-R365, 펫네임 : 기어 핏2 Pro, 키워드 : 기어핏2,기어핏2pro,fit2pro,기어fit2프로,Galaxy,갤럭시,"
17년 07월,SM-A720,갤럭시 A7 2017,"A72017,a72017,갤a72017,갤럭시A72017,Galaxy,갤럭시,","출시일 : 17년 07월, 요약모델 : SM-A720, 펫네임 : 갤럭시 A7 2017, 키워드 : A72017,a72017,갤a72017,갤럭시A72017,Galaxy,갤럭시,"
17년 07월,SM-J530,갤럭시 J5 2017,"j52017,J52017,갤J52017,갤럭시j52017,sm-j530,Galaxy,갤럭시,","출시일 : 17년 07월, 요약모델 : SM-J530, 펫네임 : 갤럭시 J5 2017, 키워드 : j52017,J52017,갤J52017,갤럭시j52017,sm-j530,Galaxy,갤럭시,"
17년 07월,SM-J730,갤럭시 J7 2017,"j72017,J72017,갤J72017,갤럭시j72017,SM-J730,smj730,Galaxy,갤럭시,","출시일 : 17년 07월, 요약모델 : SM-J730, 펫네임 : 갤럭시 J7 2017, 키워드 : j72017,J72017,갤J72017,갤럭시j72017,SM-J730,smj730,Galaxy,갤럭시,"
17년 07월,SM-N935,갤럭시 노트 FE,"갤노트fe,notefe,갤럭시노트FE,갤노트FE,Galaxy,갤럭시,","출시일 : 17년 07월, 요약모델 : SM-N935, 펫네임 : 갤럭시 노트 FE, 키워드 : 갤노트fe,notefe,갤럭시노트FE,갤노트FE,Galaxy,갤럭시,"
17년 06월,SM-G160,갤럭시 폴더2,"갤럭시폴더2,갤폴더2.sm-g160,SM-G160,Galaxy,갤럭시,","출시일 : 17년 06월, 요약모델 : SM-G160, 펫네임 : 갤럭시 폴더2, 키워드 : 갤럭시폴더2,갤폴더2.sm-g160,SM-G160,Galaxy,갤럭시,"
17년 06월,SM-G165,갤럭시 폴더2,"갤럭시폴더2,갤폴더2.sm-g165,SM-G165,Galaxy,갤럭시,","출시일 : 17년 06월, 요약모델 : SM-G165, 펫네임 : 갤럭시 폴더2, 키워드 : 갤럭시폴더2,갤폴더2.sm-g165,SM-G165,Galaxy,갤럭시,"
17년 05월,SM-J727,갤럭시 와이드2,"갤럭시와이드2,갤럭시WIDE2,갤럭시와이드,와이드2,WIDE2,Galaxywide2,Galaxy와이드2,SM-J727,J727,갤럭시J727,갤와이드2,Galaxy,갤럭시,","출시일 : 17년 05월, 요약모델 : SM-J727, 펫네임 : 갤럭시 와이드2, 키워드 : 갤럭시와이드2,갤럭시WIDE2,갤럭시와이드,와이드2,WIDE2,Galaxywide2,Galaxy와이드2,SM-J727,J727,갤럭시J727,갤와이드2,Galaxy,갤럭시,"
17년 04월,SM-G950,갤럭시 S8,"SM-G950,갤럭시s8,GALAXYs8,갤s8,에스8,galaxys8,갤G950,G950,겔록시s8,갤락시s8,갤에스8,Galaxy,갤럭시,","출시일 : 17년 04월, 요약모델 : SM-G950, 펫네임 : 갤럭시 S8, 키워드 : SM-G950,갤럭시s8,GALAXYs8,갤s8,에스8,galaxys8,갤G950,G950,겔록시s8,갤락시s8,갤에스8,Galaxy,갤럭시,"
17년 04월,SM-G955,갤럭시 S8+,"SM-G955,갤럭시s8+,s8+,s8플러스,갤8+,에스8+,s8PLUS,GALAXYs8+,Galaxys8플러스,galaxys8+,갤8플러스,G955,갤럭시G955,갤럭시s8+,Galaxy,갤럭시,","출시일 : 17년 04월, 요약모델 : SM-G955, 펫네임 : 갤럭시 S8+, 키워드 : SM-G955,갤럭시s8+,s8+,s8플러스,갤8+,에스8+,s8PLUS,GALAXYs8+,Galaxys8플러스,galaxys8+,갤8플러스,G955,갤럭시G955,갤럭시s8+,Galaxy,갤럭시,"
17년 04월,SM-T820,갤럭시 탭 S3,"갤럭시탭s3,갤탭s3,갤탭s3,갤럭시태블릿에스3,갤럭시탭s3,SM-T820,갤럭시탭s3,T820,갤탭S3,Galaxy,갤럭시,","출시일 : 17년 04월, 요약모델 : SM-T820, 펫네임 : 갤럭시 탭 S3, 키워드 : 갤럭시탭s3,갤탭s3,갤탭s3,갤럭시태블릿에스3,갤럭시탭s3,SM-T820,갤럭시탭s3,T820,갤탭S3,Galaxy,갤럭시,"
17년 04월,SM-T825,갤럭시 탭 S 9.7 LTE,"탭S9.7lte,TABS9.7LTE,TABS9.7LTE,tabS9.7,태블릿S9.7,S9.7lte,S9.7LTE,탭S9.7,탭S9.7lte,S9.7L,SM-T825,Galaxy,갤럭시,","출시일 : 17년 04월, 요약모델 : SM-T825, 펫네임 : 갤럭시 탭 S 9.7 LTE, 키워드 : 탭S9.7lte,TABS9.7LTE,TABS9.7LTE,tabS9.7,태블릿S9.7,S9.7lte,S9.7LTE,탭S9.7,탭S9.7lte,S9.7L,SM-T825,Galaxy,갤럭시,"
17년 04월,SM-T378,갤럭시 탭 E 블랙,"갤럭시탭E,갤탭E,갤탭E,갤럭시태블릿E,갤럭시탭E,SM-T378,갤럭시탭E,T378,갤탭E검정,Galaxy,갤럭시,","출시일 : 17년 04월, 요약모델 : SM-T378, 펫네임 : 갤럭시 탭 E 블랙, 키워드 : 갤럭시탭E,갤탭E,갤탭E,갤럭시태블릿E,갤럭시탭E,SM-T378,갤럭시탭E,T378,갤탭E검정,Galaxy,갤럭시,"
17년 01월,SM-A520,갤럭시 A5 2017,"갤A52017,갤a520,갤sm-a520,Galaxy,갤럭시,","출시일 : 17년 01월, 요약모델 : SM-A520, 펫네임 : 갤럭시 A5 2017, 키워드 : 갤A52017,갤a520,갤sm-a520,Galaxy,갤럭시,"
17년 01월,SM-R775,기어 S3 클래식 LTE,"기어s3클래식,s3클래식,S3클래식,기어s3classiclte,갤럭시기어s3,기어s3lte,Galaxy,갤럭시,","출시일 : 17년 01월, 요약모델 : SM-R775, 펫네임 : 기어 S3 클래식 LTE, 키워드 : 기어s3클래식,s3클래식,S3클래식,기어s3classiclte,갤럭시기어s3,기어s3lte,Galaxy,갤럭시,"
16년 11월,SM-G610,갤럭시 On7 2016,"갤on7,갤럭시온7,갤럭시on7,갤럭시ON7,Galaxy,갤럭시,","출시일 : 16년 11월, 요약모델 : SM-G610, 펫네임 : 갤럭시 On7 2016, 키워드 : 갤on7,갤럭시온7,갤럭시on7,갤럭시ON7,Galaxy,갤럭시,"
16년 11월,SM-R760,기어 S3,"기어s3,갤럭시기어s3,기어s3,갤럭시기어s3,기어s3,Galaxy,갤럭시,","출시일 : 16년 11월, 요약모델 : SM-R760, 펫네임 : 기어 S3, 키워드 : 기어s3,갤럭시기어s3,기어s3,갤럭시기어s3,기어s3,Galaxy,갤럭시,"
16년 11월,SM-R765,기어 S3 프론티어 LTE,"기어s3프론티어,s3프론티아,S3프론티어lte,기어s3프리티어lte,갤럭시기어s3,기어s3lte,s3프리티어,기어s3푸론디아,Galaxy,갤럭시,","출시일 : 16년 11월, 요약모델 : SM-R765, 펫네임 : 기어 S3 프론티어 LTE, 키워드 : 기어s3프론티어,s3프론티아,S3프론티어lte,기어s3프리티어lte,갤럭시기어s3,기어s3lte,s3프리티어,기어s3푸론디아,Galaxy,갤럭시,"
16년 11월,SM-R770,기어 S3 클래식,"기어s3클래식,s3클래식,S3클래식,기어s3classic,갤럭시기어s3,Galaxy,갤럭시,","출시일 : 16년 11월, 요약모델 : SM-R770, 펫네임 : 기어 S3 클래식, 키워드 : 기어s3클래식,s3클래식,S3클래식,기어s3classic,갤럭시기어s3,Galaxy,갤럭시,"
16년 10월,SM-A810,갤럭시 A8 2016,"a82016,갤a82016,갤럭시A8,A82016,sm-a810,Galaxy,갤럭시,","출시일 : 16년 10월, 요약모델 : SM-A810, 펫네임 : 갤럭시 A8 2016, 키워드 : a82016,갤a82016,갤럭시A8,A82016,sm-a810,Galaxy,갤럭시,"
16년 09월,SM-P580,갤럭시 탭 A6 With S Pen Wi-Fi,"갤럭시탭a6withspen,탭a6pen,탭a6에스펜,탭A6S펜,탭A6S펜와이파이,갤럭시탭A6WithSPenWi-Fi,SM-P580,탭P580,Galaxy,갤럭시,","출시일 : 16년 09월, 요약모델 : SM-P580, 펫네임 : 갤럭시 탭 A6 With S Pen Wi-Fi, 키워드 : 갤럭시탭a6withspen,탭a6pen,탭a6에스펜,탭A6S펜,탭A6S펜와이파이,갤럭시탭A6WithSPenWi-Fi,SM-P580,탭P580,Galaxy,갤럭시,"
16년 08월,SM-N930,갤럭시 노트7,"노트7,갤럭시노트7,note7,갤노트7,GalaxyNote7,N930,SM-N930,NOTESEVEN,Galaxy,갤럭시,","출시일 : 16년 08월, 요약모델 : SM-N930, 펫네임 : 갤럭시 노트7, 키워드 : 노트7,갤럭시노트7,note7,갤노트7,GalaxyNote7,N930,SM-N930,NOTESEVEN,Galaxy,갤럭시,"
16년 08월,SM-P585,갤럭시 탭 A6 With S Pen LTE,"갤럭시탭a6withspen,탭a6pen,탭a6에스펜,탭A6S펜,탭A6S펜LTE,갤럭시탭A6WithSPenLTE,SM-P585,탭P585,Galaxy,갤럭시,","출시일 : 16년 08월, 요약모델 : SM-P585, 펫네임 : 갤럭시 탭 A6 With S Pen LTE, 키워드 : 갤럭시탭a6withspen,탭a6pen,탭a6에스펜,탭A6S펜,탭A6S펜LTE,갤럭시탭A6WithSPenLTE,SM-P585,탭P585,Galaxy,갤럭시,"
16년 06월,SM-G600,갤럭시 와이드,"갤럭시와이드,갤럭시WIDE,갤럭시와이드,와이드,WIDE,Galaxywide,Galaxy와이드,갤럭시와이드,Galaxy,갤럭시,","출시일 : 16년 06월, 요약모델 : SM-G600, 펫네임 : 갤럭시 와이드, 키워드 : 갤럭시와이드,갤럭시WIDE,갤럭시와이드,와이드,WIDE,Galaxywide,Galaxy와이드,갤럭시와이드,Galaxy,갤럭시,"
16년 06월,SM-R360,기어 핏2,"기어핏2,기어핏2,GEARFIT2,fit2,기어fit2,R360,SM-R360,Galaxy,갤럭시,","출시일 : 16년 06월, 요약모델 : SM-R360, 펫네임 : 기어 핏2, 키워드 : 기어핏2,기어핏2,GEARFIT2,fit2,기어fit2,R360,SM-R360,Galaxy,갤럭시,"
16년 06월,SM-T580,갤럭시 탭 A 10.1 Wi-Fi,"탭a10.1,탭A10.1,갤럭시탭A10.1WiFi,Galaxy,갤럭시,","출시일 : 16년 06월, 요약모델 : SM-T580, 펫네임 : 갤럭시 탭 A 10.1 Wi-Fi, 키워드 : 탭a10.1,탭A10.1,갤럭시탭A10.1WiFi,Galaxy,갤럭시,"
16년 06월,SM-T585,갤럭시 탭 A 10.1 LTE,"탭a10.1LTE,탭A10.1,갤럭시탭A10.1lte,Galaxy,갤럭시,","출시일 : 16년 06월, 요약모델 : SM-T585, 펫네임 : 갤럭시 탭 A 10.1 LTE, 키워드 : 탭a10.1LTE,탭A10.1,갤럭시탭A10.1lte,Galaxy,갤럭시,"
16년 06월,SM-T536,갤럭시 탭4 Advanced,"갤탭4어드벤스,탭4어드밴스,TAB4어드밴스,tab4Advanced,Tab4Advanced,Galaxy,갤럭시,","출시일 : 16년 06월, 요약모델 : SM-T536, 펫네임 : 갤럭시 탭4 Advanced, 키워드 : 갤탭4어드벤스,탭4어드밴스,TAB4어드밴스,tab4Advanced,Tab4Advanced,Galaxy,갤럭시,"
